RACE,DATE,CLASS,DIST,SURF,FIN,STARTER NAME,ODDS,FAV,JOCKEY,TRAINER,SIRE,BR-SIRE,TIME,EQB COMMENT,PREV RACE DATE,PREV TRACK,PREV RACE #,WATCH
9,8/28/2017,MSW-F-NY,5.5,T,1,Saratoga Treasure,20.1,,Jose Lezcano,James Ryerson,Treasure Beach (GB),Sky Mesa,01:02.7,"bmpd brk,2p trn,4p1/4",,,,
9,8/28/2017,MSW-F-NY,5.5,T,2,English Soul,2.5,Y,Joel Rosario,Raymond Handal,English Channel,Belong to Me,01:02.7,"outside,2p,clr,caught",,,,
9,8/28/2017,MSW-F-NY,5.5,T,3,Fiveinthemorning,13.1,,"Irad Ortiz, Jr.",Jorge Abreu,Morning Line,Judge T C,01:02.9,"ins turn,forcd in late",,,,
9,8/28/2017,MSW-F-NY,5.5,T,4,Madgirl,7.6,,Manuel Franco,Thomas Bush,The Factor,Latent Heat,01:03.0,"2-3w turn, out-kicked",,,,
9,8/28/2017,MSW-F-NY,5.5,T,5,Lady of Miracles,4.8,,Eric Cancel,Michael Miceli,Teuflesberg,Smart Strike,01:03.3,"tkn up 4-1/2,3w,5w1/4",7/21/2017,SAR,2,
9,8/28/2017,MSW-F-NY,5.5,T,6,Unparalleled,7.8,,Dylan Davis,Bruce Brown,Line of David,High Yield,01:03.4,"inside pace, weakened",8/2/2017,SAR,10,
9,8/28/2017,MSW-F-NY,5.5,T,7,Nazay,11.7,,"Ricardo Santana, Jr.",H. James Bond,Tizway,Lion Heart,01:04.1,"tkn up 4-1/2,3-2w turn",,,,
9,8/28/2017,MSW-F-NY,5.5,T,8,Halo Laelia,9.6,,Javier Castellano,Mark Casse,Silent Name (JPN),Smoke Glacken,01:04.1,"outside,3-2w trn,empty",,,,
9,8/28/2017,MSW-F-NY,5.5,T,9,Viradia,5.4,,Jose Ortiz,Linda Rice,Sky Mesa,Distorted Humor,01:04.5,"2-3wide turn,no factor",,,,
9,8/28/2017,MSW-F-NY,5.5,T,10,Stone Cold Flirt,15,,Tyler Gaffalione,Carlos Martin,Yes It's True,Came Home,01:14.2,"saddle slippd1/2,eased",,,,
9,8/30/2017,GRD,8.5,T,1,Catholic Boy,12.2,,Manuel Franco,Jonathan Thomas,More Than Ready,Bernardini,01:40.9,"2-3w uppr, inched away",7/20/2017,GP,6,
9,8/30/2017,GRD,8.5,T,2,Irish Territory (IRE),6.9,,Jose Lezcano,William Mott,Declaration of War,Oasis Dream (GB),01:41.1,"3-2w 1st turn, caught",8/5/2017,SAR,4,
9,8/30/2017,GRD,8.5,T,3,Untamed Domain,4.4,,Jose Ortiz,H. Graham Motion,Animal Kingdom,Lear Fan,01:41.2,"lunged st, closed well",7/22/2017,SAR,3,
9,8/30/2017,GRD,8.5,T,4,Seabhac,5.6,,John Velazquez,Todd Pletcher,Scat Daddy,Curlin,01:41.3,"steady, alter 5w uppr",8/5/2017,SAR,4,
9,8/30/2017,GRD,8.5,T,5,Earth,11.9,,Javier Castellano,Todd Pletcher,Orb,Speightstown,01:41.6,"veered in st, wknd lte",8/6/2017,MTH,9,
9,8/30/2017,GRD,8.5,T,6,Morrison,15.4,,"Irad Ortiz, Jr.",Joe Sharp,The Factor,Menifee,01:41.7,"bmp after st, improved",7/15/2017,BEL,3,
9,8/30/2017,GRD,8.5,T,7,Evaluator,2.55,Y,Joel Rosario,Michael Dilger,Overanalyze,More Than Ready,01:41.8,"hesitant st, no impact",8/9/2017,SAR,5,
9,8/30/2017,GRD,8.5,T,8,Trumpi,11.3,,Junior Alvarado,William Mott,Majestic Warrior,Dynaformer,01:42.0,"2w 1/4p, weakened",8/5/2017,SAR,4,
9,8/30/2017,GRD,8.5,T,9,Nauti Buoy,26.75,,Kendrick Carmouche,Erin McClellan,Mizzen Mast,Barkerville,01:42.0,bump solidly after st,7/22/2017,SAR,9,
9,8/30/2017,GRD,8.5,T,10,Machtree,11,,Luis Saez,Mark Casse,Kitten's Joy,Forestry,01:42.1,"3-4w pursuit, weakened",8/12/2017,SAR,6,
9,8/30/2017,GRD,8.5,T,11,Fort Wise Treaty,26,,Florent Geroux,Brad Cox,Fort Larned,Forest Wildcat,01:42.6,"3w in range, tired",7/4/2017,ELP,5,
10,8/30/2017,MSW-F-NY,7,D,1,Berning Rose,10.1,,Kendrick Carmouche,Dominick Schettino,Freud,Flying Chevron,01:24.6,"ins turn,steady urging",,,,
10,8/30/2017,MSW-F-NY,7,D,2,Under Suspicion,1.05,Y,Luis Saez,Philip Serpe,Friend or Foe,Stormin Fever,01:25.4,"outside,2path turn",8/18/2017,SAR,5,
10,8/30/2017,MSW-F-NY,7,D,3,Salty Smile,3.8,,"Irad Ortiz, Jr.",Rudy Rodriguez,Bellamy Road,Wheelaway,01:26.0,"outside,3w turn,tired",,,,
10,8/30/2017,MSW-F-NY,7,D,4,Climb the Ladder,4.8,,Jose Ortiz,Thomas Morley,Bellamy Road,Distinctive Pro,01:28.7,"ins trn,2p1/4,faltered",7/26/2017,SAR,6,
10,8/30/2017,MSW-F-NY,7,D,5,Asiliveandbreathe,9,,Paco Lopez,Michelle Nevin,Union Rags,Good and Tough,01:29.0,"2-3path turn, faltered",7/26/2017,SAR,6,
10,8/30/2017,MSW-F-NY,7,D,6,Sunblock,6.3,,Julien Leparoux,Thomas Morley,Emcee,Put It Back,01:29.5,"off 2 lengths slw,3-4p",,,,
5,8/31/2017,MSW-NY,5.5,D,1,Ultimateenticement,1.6,Y,Jose Ortiz,"Richard Violette, Jr.",Drosselmeyer,Unbridled's Song,01:05.9,"4w uppr, edged away",8/7/2017,SAR,6,
5,8/31/2017,MSW-NY,5.5,D,2,New York Hero,3.25,,"Irad Ortiz, Jr.",Linda Rice,Mineshaft,Touch Gold,01:06.2,"5w upper, belatedly",,,,
5,8/31/2017,MSW-NY,5.5,D,3,Five Star Bunt,7.1,,Javier Castellano,Rudy Rodriguez,Posse,Sky Classic,01:06.3,"vied betw turn, wknd",7/28/2017,SAR,5,
5,8/31/2017,MSW-NY,5.5,D,4,Violent Delights,26.25,,Luis Reyes,Thomas Albertrani,Violence,A.P. Indy,01:06.9,"chased 2-3w, mild bid",,,,
5,8/31/2017,MSW-NY,5.5,D,5,Mr. President,8.9,,Luis Saez,Michael Maker,Mission Impazible,Tapit,01:07.1,"4-5w upper, interest",,,,
5,8/31/2017,MSW-NY,5.5,D,6,Flash Drive,13.5,,Jose Lezcano,Chris Englehart,Flashy Bull,Five Star Day,01:07.6,"3w pursuit, tired",,,,
5,8/31/2017,MSW-NY,5.5,D,7,Causforcelebration,39.75,,Rajiv Maragh,Thomas Morley,Noble Causeway,Malibu Moon,01:08.4,"3w upper, tired",,,,
5,8/31/2017,MSW-NY,5.5,D,8,Foolish Ghost,16.9,,Manuel Franco,Chad Summers,Mineshaft,Roaring Fever,01:09.6,"coaxed st, folded",,,,
5,8/31/2017,MSW-NY,5.5,D,9,Candy Zip,5,,Florent Geroux,Larry Rivelli,Sidney's Candy,City Zip,,"stumble st, lost rider",,,,
9,8/31/2017,STK-F,8.5,T,1,Orbolution,0.75,Y,John Velazquez,Todd Pletcher,Orb,Horse Chestnut (SAF),01:43.2,"bmpd early,inside trip",7/23/2017,SAR,1,
9,8/31/2017,STK-F,8.5,T,2,Wild N Ready,8.8,,Julien Leparoux,Mark Casse,More Than Ready,D'Wildcat,01:43.9,"3w trns,4w1/4,bid3/16",8/11/2017,SAR,5,
9,8/31/2017,STK-F,8.5,T,3,Sassy Sienna,6.3,,Javier Castellano,Brad Cox,Midshipman,Pleasant Tap,01:44.1,"tkn up early,5wide 1/4",7/19/2017,IND,4,
9,8/31/2017,STK-F,8.5,T,4,Mentality,5.7,,"Ricardo Santana, Jr.",Wesley Ward,Freud,Lemon Drop Kid,01:44.2,"ins-2p,lug out bit,wkn",6/16/2017,BEL,6,
9,8/31/2017,STK-F,8.5,T,5,Romantic Babe,7.9,,Manuel Franco,David Donk,Girolamo,Perfect Soul (IRE),01:44.5,"bmpd twice brk,4w1/4",8/11/2017,SAR,5,
9,8/31/2017,STK-F,8.5,T,6,Life Time Citizen,9.8,,"Irad Ortiz, Jr.",Philip Serpe,Proud Citizen,Arch,01:44.5,"bmpd twice brk,3w1/4",8/16/2017,SAR,9,
9,8/31/2017,STK-F,8.5,T,7,Oldfashioned Style,24,,Luis Saez,Gary Contessa,Old Fashioned,Smarty Jones,01:44.7,"keen,2p turns,3p1/4",8/13/2017,SAR,2,
2,9/1/2017,MSW-F,5.5,T,1,Chipolina,4.8,,John Velazquez,Wesley Ward,Scat Daddy,Proud Citizen,01:02.3,"veered out brk,3p turn",,,,
2,9/1/2017,MSW-F,5.5,T,2,Brattata,2.1,Y,Jose Ortiz,Chad Brown,More Than Ready,A.P. Indy,01:02.5,"2p3/8,angled 4w 5/16",,,,
2,9/1/2017,MSW-F,5.5,T,3,Radiant Beauty,6,,"Irad Ortiz, Jr.",Rudy Rodriguez,Orb,Mizzen Mast,01:02.7,"inside turn,out-kicked",7/30/2017,SAR,5,
2,9/1/2017,MSW-F,5.5,T,4,Lady Blessings,45.75,,Kendrick Carmouche,Thomas Morley,Shanghai Bobby,Honour and Glory,01:03.1,"ins,2p1/4,chased,wknd",8/3/2017,SAR,5,
2,9/1/2017,MSW-F,5.5,T,5,Souper Striking,16,,Jose Lezcano,Michael Trombetta,Brilliant Speed,Empire Maker,01:03.2,"3w turn,4w1/4,tired",,,,
2,9/1/2017,MSW-F,5.5,T,6,Puttinyouonthenews,4.7,,"Ricardo Santana, Jr.",Steven Asmussen,Violence,Purge,01:03.3,"bmpd brk,inside turn",7/27/2017,SAR,5,
2,9/1/2017,MSW-F,5.5,T,7,Lyrical Tale,21.6,,Rajiv Maragh,Thomas Morley,Tale of the Cat,Unbridled's Song,01:03.4,"2-3w turn,no threat",7/27/2017,SAR,5,
2,9/1/2017,MSW-F,5.5,T,8,Mermaid of Honor,9.3,,Manuel Franco,Ralph Nicks,Majestic Warrior,Fusaichi Pegasus,01:03.4,"2path turn, gave way",7/27/2017,SAR,5,
2,9/1/2017,MSW-F,5.5,T,9,Talk Softly,6.4,,Florent Geroux,Christophe Clement,Malibu Moon,Forest Wildcat,01:03.7,"bmpd brk,2path turn",7/27/2017,SAR,5,
2,9/1/2017,MSW-F,5.5,T,10,Ad In,32.5,,Christopher DeCarlo,"George Arnold, II",Street Cry (IRE),A.P. Indy,01:05.6,"no speed,2path turn",,,,
2,9/2/2017,MSW,8.5,T,1,Maraud,1.45,Y,John Velazquez,Todd Pletcher,Blame,Empire Maker,01:41.8,"4w upper, edged away",,,,
2,9/2/2017,MSW,8.5,T,2,Desert Stone (IRE),15.4,,Luis Saez,Rudy Rodriguez,Fastnet Rock (AUS),Diktat (GB),01:42.2,"lugged in str, willing",,,,
2,9/2/2017,MSW,8.5,T,3,Mr. Discretionary,17.5,,Dylan Davis,Kenneth McPeek,Discreet Cat,Devil His Due,01:42.2,"3-4w upper, ran on",8/21/2017,SAR,1,
2,9/2/2017,MSW,8.5,T,4,Make It Work,43.25,,Angel Arroyo,Kenneth McPeek,Two Step Salsa,Omega Code,01:42.8,"3w uppr, weakened late",8/19/2017,SAR,2,
2,9/2/2017,MSW,8.5,T,5,Say the Word,4.8,,Joel Rosario,H. Graham Motion,More Than Ready,Giant's Causeway,01:42.9,"green early, improved",,,,
2,9/2/2017,MSW,8.5,T,6,Let's Go Mick,9.1,,"Irad Ortiz, Jr.",Danny Gargan,Stormy Atlantic,Valiant Nature,01:42.9,"veered out st, no kick",,,,
2,9/2/2017,MSW,8.5,T,7,Piantagrane,40,,Manuel Franco,Nicholas Zito,Scat Daddy,Medaglia d'Oro,01:43.3,"keen early, weakened",8/19/2017,SAR,2,
2,9/2/2017,MSW,8.5,T,8,Telecommunication,8.3,,Florent Geroux,Brad Cox,Data Link,Mizzen Mast,01:44.1,"3w 1st turn, 7w upper",,,,
2,9/2/2017,MSW,8.5,T,9,A I Initiative,16.6,,Javier Castellano,James Jerkens,Artie Schiller,A.P. Indy,01:44.9,"hit gate st, no impact",,,,
2,9/2/2017,MSW,8.5,T,10,Oroscopo,4.2,,Jose Lezcano,Mark Casse,Orb,Archers Bay,01:45.8,"in hand 2p, faltered",,,,
6,9/2/2017,MSW,7,D,1,Bourbon Resolution,4.3,,Luis Saez,Ian Wilkes,New Year's Day,Vindication,01:23.5,"ins turn,repelled foe",7/29/2017,SAR,1,
6,9/2/2017,MSW,7,D,2,Slot,4.1,,Javier Castellano,Todd Pletcher,Candy Ride (ARG),Teuflesberg,01:23.9,"broke in,bmpd,ins turn",8/5/2017,SAR,6,
6,9/2/2017,MSW,7,D,3,Lionite,1.55,Y,Jose Ortiz,Steven Asmussen,Quality Road,Summer Squall,01:24.0,"2p turn,3p1/4,wknd",7/29/2017,SAR,1,
6,9/2/2017,MSW,7,D,4,Hofburg,18.8,,"Irad Ortiz, Jr.",William Mott,Tapit,Touch Gold,01:24.9,"off step slow,4-5w",,,,
6,9/2/2017,MSW,7,D,5,Venezuela,5.3,,Joel Rosario,Chad Brown,Violence,Spanish Steps,01:25.0,"2path turn,empty",,,,
6,9/2/2017,MSW,7,D,6,Biblical,8.1,,John Velazquez,Todd Pletcher,Tapit,Catienus,01:25.4,"off step slow,3w turn",,,,
6,9/2/2017,MSW,7,D,7,Eclipsed Moon,18.1,,Dylan Davis,Kenneth McPeek,Malibu Moon,Dehere,01:25.7,"bmpd brk,2p3/8,5w1/4",8/5/2017,SAR,4,
6,9/2/2017,MSW,7,D,8,Nightstrings,86.75,,Kendrick Carmouche,John Kimmel,Midnight Lute,Forestry,01:25.9,"chased 3w turn,tired",8/5/2017,SAR,6,
6,9/2/2017,MSW,7,D,9,Wake Me Up At Noon,51.75,,Manuel Franco,Raymond Handal,Temple City,Tiznow,01:26.8,"outside,4w trn,retreat",,,,
6,9/2/2017,MSW,7,D,10,Soul Beam,62,,Paco Lopez,Dallas Stewart,Perfect Soul (IRE),Kingmambo,01:27.2,"bmpd brk,inside turn",,,,
10,9/2/2017,GRD-F,7,D,1,Lady Ivanka,5.2,,"Irad Ortiz, Jr.",Rudy Rodriguez,Tiz Wonderful,Officer,01:25.0,"3w,stalk duel,6w upper",8/9/2017,SAR,4,
10,9/2/2017,GRD-F,7,D,2,Maya Malibu,12.5,,Javier Castellano,H. Graham Motion,Malibu Moon,Tabasco Cat,01:25.1,"2w,ins bid 1/4-1/8pl",8/5/2017,DEL,6,Y
10,9/2/2017,GRD-F,7,D,3,Separationofpowers,0.6,Y,Jose Ortiz,Chad Brown,Candy Ride (ARG),Empire Maker,01:25.6,"ins turn,drift out str",7/30/2017,SAR,5,
10,9/2/2017,GRD-F,7,D,4,Pure Silver,2,,John Velazquez,Todd Pletcher,Mission Impazible,Forest Wildcat,01:26.0,"duel 2w,drift/shy lane",8/12/2017,SAR,4,
10,9/2/2017,GRD-F,7,D,5,Obvious Two,56.75,,C.J. McMahon,Anthony Quartarolo,Take Charge Indy,Sharp Humor,01:27.3,"to rail early, outrun",8/14/2017,TDN,1,
6,9/3/2017,MSW,7,D,1,Lone Sailor,3.5,,Florent Geroux,Thomas Amoss,Majestic Warrior,Mr. Greeley,01:24.7,"3p turn,hand ride late",8/12/2017,SAR,7,
6,9/3/2017,MSW,7,D,2,Campaign,6.9,,"Irad Ortiz, Jr.",Chad Brown,Curlin,Dynaformer,01:26.5,"climbed,fell back,ins",,,,
6,9/3/2017,MSW,7,D,3,Infield Is In,33.25,,Eric Cancel,Richard Metivier,First Samurai,Not For Love,01:26.6,"2p turn,4p into lane",8/12/2017,SAR,7,
6,9/3/2017,MSW,7,D,4,Mad Munnys,4.5,,Jose Lezcano,Kiaran McLaughlin,Munnings,Indian Charlie,01:27.2,"bmpd brk,2p trn,3p1/4",8/5/2017,SAR,6,
6,9/3/2017,MSW,7,D,5,Johnny Action,6.9,,John Velazquez,Todd Pletcher,Street Sense,Harlan's Holiday,01:29.0,"3-4w trn,5w1/4,falterd",7/22/2017,SAR,3,
6,9/3/2017,MSW,7,D,6,Outvoted,16.9,,Jose Ortiz,Todd Pletcher,Curlin,Elnadim,01:30.5,"4-5w trn,6w1/4,falterd",,,,
6,9/3/2017,MSW,7,D,7,Transfer Pricing,1.75,Y,Javier Castellano,Chad Brown,Bernardini,Empire Maker,01:31.3,"3wide turn,retreated",,,,
6,9/3/2017,MSW,7,D,8,E J's Revenge,25.25,,Luis Saez,Jeremiah Englehart,I Want Revenge,Storm Boot,01:32.0,"2-3wide turn,retreated",,,,
6,9/3/2017,MSW,7,D,9,Tom's Music,16.8,,Rajiv Maragh,Carlos Martin,Midnight Lute,Alydeed,01:33.3,"bmpd brk,near ins turn",8/14/2017,SAR,4,
7,9/3/2017,MSW-F,7,D,1,Caledonia Road,10.4,,Junior Alvarado,Ralph Nicks,Quality Road,Dixie Union,01:25.4,"swerve in st,3w,6p1/8",,,,
7,9/3/2017,MSW-F,7,D,2,Mockery,1.65,Y,Joel Rosario,Kiaran McLaughlin,Distorted Humor,A.P. Indy,01:25.8,"vie 2w,3w upr,held 2nd",8/6/2017,SAR,6,
7,9/3/2017,MSW-F,7,D,3,Indy Union,6.7,,Jose Ortiz,Jeremiah Englehart,Union Rags,A.P. Indy,01:25.8,"4w,long drive,miss 2nd",7/27/2017,SAR,5,
7,9/3/2017,MSW-F,7,D,4,Pink Sands,9.1,,Javier Castellano,Claude McGaughey III,Tapit,Include,01:26.2,"2w,hand urge turn,4w",,,,
7,9/3/2017,MSW-F,7,D,5,More Mojo,2.8,,Luis Saez,Brad Cox,More Than Ready,Silver Charm,01:26.4,"2w,8w down lane,wknd",7/21/2017,SAR,5,
7,9/3/2017,MSW-F,7,D,6,Silver Fern,36.25,,Jose Lezcano,William Mott,Bernardini,Dansili (GB),01:28.3,"at/near 2p,5w3/16pl",,,,
7,9/3/2017,MSW-F,7,D,7,Fingerpaint,47.25,,Florent Geroux,"John Terranova, II",Union Rags,Tapit,01:28.8,"lunge,hit gate,2w turn",,,,
7,9/3/2017,MSW-F,7,D,8,Wicked Obsession,6,,John Velazquez,Todd Pletcher,Tapit,Mr. Greeley,01:28.9,"quick to inside,tired",,,,
7,9/3/2017,MSW-F,7,D,9,Elenathena,17,,Kendrick Carmouche,"Richard Violette, Jr.",Eskendereya,Lion Heart,01:30.5,"3w top turn, folded",,,,
11,9/3/2017,MSW-NY,5.5,D,1,Engineers Report,6.5,,Manuel Franco,Rudy Rodriguez,Mission Impazible,Silver Deputy,01:07.0,"3w uppr, up last jumps",7/14/2017,BEL,7,
11,9/3/2017,MSW-NY,5.5,D,2,Brockmoninoff,12.7,,Eric Cancel,George Weaver,Smart Bid,Catienus,01:07.1,"coaxed 2p, nailed",,,,
11,9/3/2017,MSW-NY,5.5,D,3,Zigmund,5.6,,Rajiv Maragh,Kiaran McLaughlin,Freud,Traditionally,01:07.3,"chased ins, fought on",,,,
11,9/3/2017,MSW-NY,5.5,D,4,Anything Pazible,13,,Kendrick Carmouche,"Robert Falcone, Jr.",Mission Impazible,Regal Classic,01:07.5,"4w upper, belatedly",,,,
11,9/3/2017,MSW-NY,5.5,D,5,Disco Outlaw,3.1,Y,Jose Ortiz,George Weaver,Disco Rico,Honour and Glory,01:08.7,"veered out st, wknd",7/19/2017,DEL,7,
11,9/3/2017,MSW-NY,5.5,D,6,Lake Party,5.5,,"Irad Ortiz, Jr.",Gary Contessa,Desert Party,Salt Lake,01:08.9,"8-9w uppr, no impact",8/16/2017,SAR,5,
11,9/3/2017,MSW-NY,5.5,D,7,Scoopsie Patato,4.1,,Javier Castellano,Joseph Orseno,Posse,Cure the Blues,01:08.9,"chased 3-2w, no rally",,,,
11,9/3/2017,MSW-NY,5.5,D,8,Burkie,5.7,,Florent Geroux,Peter Pugh,Shanghai Bobby,Pine Bluff,01:09.9,"4w upper, no impact",8/16/2017,SAR,5,
11,9/3/2017,MSW-NY,5.5,D,9,Crusader Cat,35,,Angel Arroyo,Gary Sciacca,Courageous Cat,Too Much Bling,01:10.1,"8-9w upper, tired",,,,
1,9/4/2017,MSW,6,D,1,Enticed,5.9,,Junior Alvarado,Kiaran McLaughlin,Medaglia d'Oro,Mineshaft,01:12.1,"climbed 4-1/2,4w1/4",,,,
1,9/4/2017,MSW,6,D,2,Dirty,3.2,,Manuel Franco,Jeremiah Englehart,Maclean's Music,Yes It's True,01:12.4,"3p turn,dckd in bit1/8",,,,
1,9/4/2017,MSW,6,D,3,Pete Marwick,11.2,,Dylan Davis,Kenneth McPeek,Soldat,Congrats,01:12.6,"btwn,2p trn,outfinishd",7/22/2017,SAR,3,
1,9/4/2017,MSW,6,D,4,Egyptian Prince,4.1,,Rajiv Maragh,Chad Summers,Pioneerof the Nile,Monarchos,01:12.9,"jostled early,4-5w trn",,,,
1,9/4/2017,MSW,6,D,5,Mind Bottling,11.6,,Jose Lezcano,Chloe Bradley,Overanalyze,Silver Ghost,01:13.0,"ins duo,rail turn,wknd",,,,
1,9/4/2017,MSW,6,D,6,Sand Dancer,17.3,,Joe Bravo,Timothy Hills,Eskendereya,Dehere,01:14.5,"chckd4-1/2,3p-ins turn",,,,
1,9/4/2017,MSW,6,D,7,Can Go,39.5,,Florent Geroux,Nicholas Zito,Creative Cause,Albert the Great,01:14.6,"2p trn,3p1/4,no factor",8/12/2017,SAR,7,
1,9/4/2017,MSW,6,D,8,Marzo,1.65,Y,John Velazquez,Todd Pletcher,Medaglia d'Oro,Smart Strike,01:15.1,"off 2 lengths slw,3w",,,,
5,9/4/2017,MSW-F,7,D,1,Critique,1.25,Y,John Velazquez,Todd Pletcher,Midnight Lute,Maria's Mon,01:24.7,"2w,ask3/16,lugged in",8/13/2017,SAR,2,
5,9/4/2017,MSW-F,7,D,2,Lady by Choice,2.8,,Jose Ortiz,Chad Brown,Shanghai Bobby,Elusive Quality,01:27.2,"to ins 1/2,3w into str",,,,
5,9/4/2017,MSW-F,7,D,3,My Bronx Tail,2.1,,Manuel Franco,William Mott,Speightstown,Malibu Moon,01:28.9,"inside, no match 1/4pl",8/6/2017,SAR,6,
5,9/4/2017,MSW-F,7,D,4,Kickin Kimberly,8.4,,"Irad Ortiz, Jr.",Rudy Rodriguez,Eskendereya,Unbridled's Song,01:29.6,"chase 2w,5w into upr",7/21/2017,SAR,5,
5,9/4/2017,MSW-F,7,D,5,Sureis,14.7,,Rosario Montanez,John Kimmel,Colonel John,Lord at War (ARG),01:30.1,"2w pursuit, trailed",7/23/2017,SAR,1,
6,9/4/2017,MSW,6,D,1,Engage,0.7,Y,Jose Ortiz,Chad Brown,Into Mischief,Speightstown,01:11.1,"4w upr, drifted str,up",8/5/2017,SAR,6,
6,9/4/2017,MSW,6,D,2,Impact Player,3.9,,John Velazquez,Todd Pletcher,City Zip,Halo Sunshine,01:11.2,"hustled,dueled, caught",,,,
6,9/4/2017,MSW,6,D,3,Kilroy Was Here,12.2,,Jose Lezcano,"Albert Stall, Jr.",Distorted Humor,A.P. Indy,01:12.0,"5w upper, mild kick",,,,
6,9/4/2017,MSW,6,D,4,Home Run Maker,5,,Luis Saez,Jeremiah Englehart,Into Mischief,Empire Maker,01:12.4,"dueled 3-2w, weakened",,,,
6,9/4/2017,MSW,6,D,5,He's Bankable,16.5,,"Irad Ortiz, Jr.",Mark Casse,Arch,Seeking the Gold,01:12.7,"3-4w upper, weakened",,,,
6,9/4/2017,MSW,6,D,6,Regalian,44.5,,Rajiv Maragh,Chad Summers,Fast Bullet,Pioneerof the Nile,01:13.1,"chased 2p, tired",,,,
6,9/4/2017,MSW,6,D,7,Call the Cat,29.75,,Angel Arroyo,Gary Sciacca,Creative Cause,Harlan's Holiday,01:14.5,"6w upper, no impact",,,,
6,9/4/2017,MSW,6,D,8,Wellwest,39.25,,Eric Cancel,Ralph Nicks,Orb,Good Reward,01:15.7,"tossed head st, 3w 1/4",,,,
6,9/4/2017,MSW,6,D,9,Bet It All to Win,39.25,,Florent Geroux,Nicholas Zito,Bodemeister,Deputy Minister,01:19.2,"chased 2-3w, no offer",,,,
9,9/4/2017,GRD,7,D,1,Sporting Chance,5.7,,Luis Saez,D. Wayne Lukas,Tiznow,Candy Ride (ARG),01:23.7,"3w 1/4,clr, ducked out",7/22/2017,SAR,5,Y
9,9/4/2017,GRD,7,D,2,Free Drop Billy,3,Y,Robby Albarado,Dale Romans,Union Rags,Giant's Causeway,01:23.7,"5w uppr, good energy",7/22/2017,SAR,9,
9,9/4/2017,GRD,7,D,3,Givemeaminit,6.2,,Joel Rosario,Dallas Stewart,Star Guitar,Turkoman,01:23.7,"bumped st, willingly",7/22/2017,SAR,5,
9,9/4/2017,GRD,7,D,4,Firenze Fire,8.3,,"Irad Ortiz, Jr.",Jason Servis,Poseidon's Warrior,Langfuhr,01:24.4,"4w uppr,bid, wknd late",7/22/2017,SAR,9,
9,9/4/2017,GRD,7,D,5,National Flag,5.1,,Jose Ortiz,Todd Pletcher,Speightstown,Bernardini,01:24.9,"bumped st, weakened",8/5/2017,SAR,6,
9,9/4/2017,GRD,7,D,6,Oskar Blues,7.5,,Dylan Davis,Kenneth McPeek,Speightstown,A.P. Indy,01:26.6,"2-3w upper, improved",8/12/2017,SAR,2,
9,9/4/2017,GRD,7,D,7,Mojovation,3.3,,John Velazquez,Todd Pletcher,Quality Road,Congrats,01:26.8,"2-3w upper, tired",7/29/2017,SAR,1,
9,9/4/2017,GRD,7,D,8,Psychoanalyze,26.75,,Manuel Franco,Brian Lynch,Overanalyze,Freud,01:26.9,"brief speed, faltered",7/22/2017,SAR,9,
