RACE,DATE,CLASS,DIST,SURF,FIN,STARTER NAME,ODDS,FAV,JOCKEY,TRAINER,SIRE,BR-SIRE,TIME,EQB COMMENT,PREV RACE DATE,PREV TRACK,PREV RACE #,WATCH
2,8/19/2017,MSW,7,D,9,Piantagrane,36.5,,Manuel Franco,Nicholas Zito,Scat Daddy,Medaglia d'Oro,01:32.8,"chased 2-3w, no impact",,,,
5,8/19/2017,MSW,6,D,1,Pure Shot,23,,"Ricardo Santana, Jr.",Steven Asmussen,Fast Bullet,Darn That Alarm,01:11.0,"hustled st, edged away",,,,
5,8/19/2017,MSW,6,D,2,Allured,4,,"Irad Ortiz, Jr.",Chad Brown,Flatter,Southern Halo,01:11.4,"4w upper, mild kick",,,,
5,8/19/2017,MSW,6,D,3,Super Sermon,6.3,,John Velazquez,Todd Pletcher,Super Saver,Corinthian,01:11.5,"chased ins, wknd late",,,,
5,8/19/2017,MSW,6,D,4,Variant Perception,3.45,,Javier Castellano,Chad Brown,Curlin,Belong to Me,01:11.8,"brushed gate, kept on",,,,
5,8/19/2017,MSW,6,D,5,Bow Ready,29.25,,Luis Saez,D. Wayne Lukas,Oxbow,More Than Ready,01:12.5,"3w upper, weakened",7/29/2017,SAR,4,
5,8/19/2017,MSW,6,D,6,Bourbon Currency,6.1,,Rajiv Maragh,John Kimmel,Speightstown,Tiznow,01:12.8,"chased 5-4w, weakened",7/22/2017,SAR,5,
5,8/19/2017,MSW,6,D,7,Avery Island,3.4,Y,Joe Bravo,Kiaran McLaughlin,Street Sense,A.P. Indy,01:12.8,"4-3w pursuit, weakened",,,,
5,8/19/2017,MSW,6,D,8,First Warrior,12,,Jose Lezcano,Kiaran McLaughlin,War Front,Giant's Causeway,01:13.0,"bumped st, tired",,,,
5,8/19/2017,MSW,6,D,9,Tweeter in Chief,25.5,,Florent Geroux,Ian Wilkes,Graydar,Mineshaft,01:13.0,"pinballed st, 2-3w upp",,,,
5,8/19/2017,MSW,6,D,10,Want,11.7,,Jose Ortiz,Ron Moquett,New Year's Day,Unaccounted For,01:13.2,"4w upper, no impact",7/30/2017,ELP,6,
5,8/20/2017,MSW-F,8.5,T,1,Layla Noor,3.05,,Julien Leparoux,Arnaud Delacour,Midnight Lute,Pulpit,01:43.2,"2path turns,lead1/8",7/27/2017,SAR,5,
5,8/20/2017,MSW-F,8.5,T,2,Lemoona,11,,Junior Alvarado,William Mott,Lemon Drop Kid,Holy Bull,01:43.4,"bmp brk,3w2nd,5w1/4",,,,
5,8/20/2017,MSW-F,8.5,T,3,Fools Gold,1.85,Y,"Irad Ortiz, Jr.",Chad Brown,Medaglia d'Oro,Saint Liam,01:43.4,"ins,3w1/4,good courage",,,,
5,8/20/2017,MSW-F,8.5,T,4,Sweet Offer,22.4,,Rajiv Maragh,Mark Hennig,Candy Ride (ARG),Storm Cat,01:43.5,"ins pace,outfinished",7/27/2017,SAR,5,
5,8/20/2017,MSW-F,8.5,T,5,Pass It On,14,,Manuel Franco,Claude McGaughey III,Data Link,Gone West,01:43.8,"bmpd brk,ins turns",,,,
5,8/20/2017,MSW-F,8.5,T,6,Wealth Effect,4.1,,Javier Castellano,Chad Brown,Curlin,Hennessy,01:43.8,"bmpd brk,2p trns,3p1/4",,,,
5,8/20/2017,MSW-F,8.5,T,7,Delta House,21.6,,Luis Saez,Gary Contessa,Animal Kingdom,Even the Score,01:44.6,"2-3w1st turn,3-4w2nd",8/6/2017,SAR,2,
5,8/20/2017,MSW-F,8.5,T,8,Lynah Rink,11.6,,Jose Lezcano,William Mott,Artie Schiller,E Dubai,01:44.6,"3w turns,4w1/4,tired",,,,
5,8/20/2017,MSW-F,8.5,T,9,Mad Dog Matters,10,,Angel Arroyo,Carlos Martin,Mineshaft,Unbridled's Song,01:45.4,"bmpd brk,2-3w turns",8/3/2017,SAR,5,
6,8/20/2017,MSW-F,6,D,1,Purrfect Miss,2.2,Y,Manuel Franco,Jeremiah Englehart,Discreet Cat,Grand Slam,01:10.7,"2w,vie vs duo 1/4pl",7/21/2017,SAR,5,
6,8/20/2017,MSW-F,6,D,2,Mia d'Oro,5.4,,"Ricardo Santana, Jr.",Steven Asmussen,Medaglia d'Oro,Meadowlake,01:11.2,"ins,duel winner, held",,,,
6,8/20/2017,MSW-F,6,D,3,Lezendary,13.4,,"Irad Ortiz, Jr.",Rudy Rodriguez,Zensational,Include,01:11.2,"bmp sold btwn st,3w",,,,
6,8/20/2017,MSW-F,6,D,4,Party Club,18,,Florent Geroux,D. Wayne Lukas,Sky Mesa,Petionville,01:12.3,"3w,chase duel,empty",7/30/2017,SAR,5,
6,8/20/2017,MSW-F,6,D,5,In Jail,13.3,,Luis Saez,Michael Trombetta,Into Mischief,Put It Back,01:12.7,"solid bump brk,2p trn",7/30/2017,LRL,8,
6,8/20/2017,MSW-F,6,D,6,Coach Rocks,7.6,,John Velazquez,Dale Romans,Oxbow,El Prado (IRE),01:13.1,"bobble,bmp btwn st,3w",,,,
6,8/20/2017,MSW-F,6,D,7,Tapete Claire,63,,James Graham,Jaime Mejia,Tapizar,Free Thinking,01:13.1,"2w top turn, no bids",,,,
6,8/20/2017,MSW-F,6,D,8,Closing Statement,18.7,,Eric Cancel,Claude McGaughey III,Blame,El Prado (IRE),01:13.7,"to ins 1/2,angle,empty",,,,
6,8/20/2017,MSW-F,6,D,9,Mominou,12.9,,Javier Castellano,James Toner,Congrats,Grand Slam,01:14.4,"poor st,2w run5/16-upr",,,,
6,8/20/2017,MSW-F,6,D,10,Gemini,2.55,,Jose Ortiz,Brian Lynch,Blame,Mineshaft,01:19.5,"bmp st,4w,in hand lane",,,,
1,8/21/2017,MCL,6,D,1,Infinity Squared,11.3,,Luis Saez,Joe Sharp,Munnings,Powerscourt (GB),01:11.7,"4w trn,5wbid1/4,drivng",,,,
1,8/21/2017,MCL,6,D,2,High Risk Strategy,4.3,,Javier Castellano,Chad Brown,Union Rags,Mineshaft,01:12.7,"stdy1/2,2-3w trn,4w1/4",,,,
1,8/21/2017,MCL,6,D,3,Mr. Discretionary,3.95,,Julien Leparoux,Kenneth McPeek,Discreet Cat,Devil His Due,01:12.7,"3w turn,4wbid1/4,wknd",7/22/2017,SAR,5,
1,8/21/2017,MCL,6,D,4,Michael Wonderful,3.65,Y,"Irad Ortiz, Jr.",Rudy Rodriguez,Liaison,Green Dancer,01:12.9,"ins3/8,4w5/16,6w1/4",,,,
1,8/21/2017,MCL,6,D,5,Ever Young,6.9,,Jose Ortiz,Linda Rice,The Lumber Guy,Tale of the Cat,01:13.1,"hesitated brk,3w,2p1/4",,,,
1,8/21/2017,MCL,6,D,6,Final Blessing,20.1,,Rajiv Maragh,Chad Summers,Wilburn,Incinderator,01:13.3,"bit awkrd brk,2p-rail",,,,
1,8/21/2017,MCL,6,D,7,The Berber,4.1,,Kendrick Carmouche,Gary Contessa,Friesan Fire,Not for Love,01:13.3,"outside,2p trn,3p1/4",7/31/2017,SAR,4,
1,8/21/2017,MCL,6,D,8,Lil Commissioner,8.3,,"Ricardo Santana, Jr.",John Kimmel,Field Commission,Sligo Bay (IRE),01:13.9,"2p turn,3p1/4,empty",,,,
1,8/21/2017,MCL,6,D,9,Ninetyeighttwo,28.25,,Paco Lopez,Dominick Schettino,Prospective,Anees,01:15.4,"sent hard,ins,stopped",,,,
3,8/23/2017,MSW,5.5,T,1,Majestic Dunhill,7.5,,Manuel Franco,George Weaver,Majesticperfection,Candy Ride (ARG),01:01.6,"2p turn,3p1/4,bid3/16",7/29/2017,SAR,4,
3,8/23/2017,MSW,5.5,T,2,Elusive Mischief,4.4,,Julien Leparoux,Mark Casse,Into Mischief,Unbridled's Song,01:01.9,"3p turn,5p into lane",,,,
3,8/23/2017,MSW,5.5,T,3,Spirit Fly,14.6,,Joel Rosario,Wesley Ward,Bodemeister,Speightstown,01:01.9,"ins turn,2p1/4,mvd out",,,,
3,8/23/2017,MSW,5.5,T,4,Machismo,2.45,Y,John Velazquez,Todd Pletcher,More Than Ready,Smart Strike,01:02.0,"outside,2p turn,wknd",7/22/2017,SAR,5,
3,8/23/2017,MSW,5.5,T,5,Power Boss,24.5,,Luis Saez,Gary Contessa,Street Boss,Powerscourt (GB),01:02.0,"off step slow,3w turn",,,,
3,8/23/2017,MSW,5.5,T,6,Devine Entry,8.3,,Jose Ortiz,Linda Rice,Point of Entry,Elusive Quality,01:02.2,"3-2wide turn,no rally",,,,
3,8/23/2017,MSW,5.5,T,7,Strike,5.5,,"Irad Ortiz, Jr.",Christophe Clement,Smart Strike,Harlan,01:02.2,"2-3w turn,4w into lane",,,,
3,8/23/2017,MSW,5.5,T,8,Street Copper,12.3,,Javier Castellano,Michael Trombetta,Street Magician,Sky Mesa,01:02.5,"behind foe3/16,traffic",7/28/2017,LRL,10,
3,8/23/2017,MSW,5.5,T,9,Belle Tapisserie,14.1,,"Ricardo Santana, Jr.",Jaime Mejia,Tapizar,Forestry,01:02.7,"pace,ins turn,gave way",,,,
3,8/23/2017,MSW,5.5,T,10,Mr. Cheerful,9,,Jose Lezcano,Mark Casse,Sky Mesa,Mr. Greeley,01:02.8,"1/2stp slw brk,ins trn",,,,
2,8/24/2017,MCL-F,6,D,1,Strategic Dreams,4.8,,"Irad Ortiz, Jr.",Rudy Rodriguez,Archarcharch,D'Wildcat,01:11.0,"3p turn,eased up late",,,,
2,8/24/2017,MCL-F,6,D,2,Tied Up,2.35,,"Ricardo Santana, Jr.",Steven Asmussen,Even the Score,Distorted Humor,01:13.2,"2p turn,headed 1/4",8/6/2017,SAR,6,
2,8/24/2017,MCL-F,6,D,3,Card Club,31,,Luis Saez,D. Wayne Lukas,Awesome Again,First Samurai,01:13.5,"chased,2p turn,tired",8/3/2017,SAR,5,
2,8/24/2017,MCL-F,6,D,4,Super Duper Girl,31.75,,Dylan Davis,Jaime Mejia,Super Saver,Yes It's True,01:13.7,"bmpd brk,2path turn",8/13/2017,SAR,2,
2,8/24/2017,MCL-F,6,D,5,Little Lu,19.8,,Angel Arroyo,"Robert Reid, Jr.",Pioneerofthe Nile,El Prado (IRE),01:14.1,"ins turn,4w into lane",7/29/2017,PRX,7,
2,8/24/2017,MCL-F,6,D,6,La Contessa,1.05,Y,Jose Ortiz,Todd Pletcher,Congrats,Harlan's Holiday,01:14.2,"bmpd brk,2-3w,5w1/4",8/11/2017,SAR,5,
2,8/24/2017,MCL-F,6,D,7,Bonnie Scot,15,,Kendrick Carmouche,Gary Contessa,Graydar,Awesome Again,01:14.6,"last away,4w trn,3w1/4",8/3/2017,SAR,5,
2,8/24/2017,MCL-F,6,D,8,Warrior's Silver,12.2,,Paco Lopez,Ian Wilkes,Warrior's Reward,Holy Bull,01:15.9,"ins turn,showed little",8/3/2017,SAR,5,
10,8/24/2017,MSW-NY,8.5,T,1,Phone Funky Munky,1.9,Y,"Irad Ortiz, Jr.",David Donk,Data Link,Trust N Luck,01:41.8,"3-2w uppr, held safe",8/9/2017,SAR,5,
10,8/24/2017,MSW-NY,8.5,T,2,News Anchor,3.95,,Manuel Franco,Claude McGaughey III,Data Link,Grand Slam,01:41.9,"lost whip 1/16, missed",,,,
10,8/24/2017,MSW-NY,8.5,T,3,Fun Prospect,4.2,,Rajiv Maragh,H. Graham Motion,Paddy O'Prado,Fortunate Prospect,01:43.7,"3w uppr, by tired foes",7/2/2017,BEL,5,
10,8/24/2017,MSW-NY,8.5,T,4,English Channical,48.75,,Rosario Montanez,Gary Contessa,English Channel,Native Regent,01:44.1,"2-3w uppr, improved",8/9/2017,SAR,5,
10,8/24/2017,MSW-NY,8.5,T,5,Bourbonfuhrme,8.5,,Junior Alvarado,"Archibald Kingsley, Jr.",Congaree,Langfuhr,01:44.3,"splayed st, tired",7/24/2017,SAR,9,
10,8/24/2017,MSW-NY,8.5,T,6,Can'tweallgetalong,7.9,,Luis Saez,Gary Contessa,Violence,Miswaki,01:44.4,"ins to 5w uppr, tired",8/9/2017,SAR,5,
10,8/24/2017,MSW-NY,8.5,T,7,Now a Factor,5,,Julien Leparoux,Michael Maker,The Factor,Aptitude,01:45.9,"got out 3/8, folded",,,,
10,8/24/2017,MSW-NY,8.5,T,8,Banker's Island,27,,Eric Cancel,Michael Dilger,Shackleford,Peaks and Valleys,01:47.0,"hard to load, 5w upper",8/7/2017,SAR,6,
10,8/24/2017,MSW-NY,8.5,T,9,Wicked Huntsman,41.5,,Dylan Davis,Mitchell Friedman,Desert Party,Vindication,01:47.0,"green early, no impact",8/7/2017,SAR,6,
1,8/25/2017,MSW-F-NY,8.5,T,1,Codrington,0.9,Y,Manuel Franco,David Donk,Courageous Cat,Fappie's Notebook,01:44.6,"2-3w,passd waiting foe",8/10/2017,SAR,3,
1,8/25/2017,MSW-F-NY,8.5,T,2,Purely Lucky,2,,Javier Castellano,Brad Cox,Lookin at Lucky,In Excess (IRE),01:44.7,"lost focus,waitd foes",8/2/2017,SAR,10,
1,8/25/2017,MSW-F-NY,8.5,T,3,Big Expense,12.4,,Kendrick Carmouche,Dominick Schettino,Mission Impazible,Abaginone,01:44.8,"blckd1/8,stdied,lug in",8/4/2017,SAR,4,
1,8/25/2017,MSW-F-NY,8.5,T,4,Northernstreetgal,14,,Luis Saez,Gary Contessa,Here Comes Ben,Boston Harbor,01:45.2,"2p,lug in1/8,tight1/16",8/10/2017,SAR,3,
1,8/25/2017,MSW-F-NY,8.5,T,5,Silverado Mist,5.8,,Jose Lezcano,William Mott,Data Link,Lear Fan,01:45.6,"snug hold ins,tired",8/2/2017,SAR,10,
1,8/25/2017,MSW-F-NY,8.5,T,6,Reyana Reya Delite,68.25,,Jorge Robles,Randi Persaud,Utopia (JPN),Afternoon Deelites,01:46.2,"3w1st,ins2nd,2p1/4",8/17/2017,SAR,9,
1,8/25/2017,MSW-F-NY,8.5,T,7,Misty Forest,26,,Rajiv Maragh,John Kimmel,Graydar,Forest Wildcat,01:46.3,"2p1st,ask4w2nd,empty",7/21/2017,SAR,2,
4,8/25/2017,MSW-NY,5.5,T,1,Battle Station,5,,Kendrick Carmouche,Wesley Ward,Warrior's Reward,Unbridled,01:01.9,"ins turn,strong urging",,,,
4,8/25/2017,MSW-NY,5.5,T,2,Barbarossa,2.9,Y,Javier Castellano,Todd Pletcher,More Than Ready,Stormy Atlantic,01:02.0,"2p turn,4w1/4,gaining",6/2/2017,BEL,1,
4,8/25/2017,MSW-NY,5.5,T,3,Throw the Deuce,20.5,,Joel Rosario,Thomas Morley,Union Rags,Storm Boot,01:02.1,"off step slw,2p turn",,,,
4,8/25/2017,MSW-NY,5.5,T,4,Sandlot Star,3.3,,Luis Saez,Jeremiah Englehart,Shanghai Bobby,Mineshaft,01:02.2,"ins trn,3w1/4,lug in",,,,
4,8/25/2017,MSW-NY,5.5,T,5,Iron Johnny,9.2,,Tyler Gaffalione,Michael Maker,Mineshaft,Raffie's Majesty,01:02.4,"off 1/2 step slw,ins",,,,
4,8/25/2017,MSW-NY,5.5,T,6,Mr. Hot Rocks,13.3,,Paco Lopez,Carlos Martin,Bustin Stones,Jelly Roll Blues,01:02.7,"2p trn,tkn up 1/4,wknd",8/7/2017,SAR,6,
4,8/25/2017,MSW-NY,5.5,T,7,Just Bustin,31.5,,Eric Cancel,Dominick Schettino,Bustin Stones,Aristotle,01:02.8,"2-3w turn,mvd out 3/16",,,,
4,8/25/2017,MSW-NY,5.5,T,8,Chasindamoney,5.8,,Jose Ortiz,Linda Rice,Freud,Midas Eyes,01:03.6,"off step slow,2p turn",,,,
4,8/25/2017,MSW-NY,5.5,T,9,Badaboom,7.6,,"Irad Ortiz, Jr.",Michael Maker,Justin Phillip,Unaccounted For,01:04.7,stumbled after start,5/12/2017,BEL,2,
4,8/25/2017,MSW-NY,5.5,T,10,Potomac Two Step,30.5,,Angel Arroyo,Carl Deville,Two Step Salsa,Rockport Harbor,01:07.0,"off step slow,3w turn",,,,
5,8/25/2017,STK-NY,6.5,D,1,Aveenu Malcainu,2.35,,Luis Saez,Jeremiah Englehart,Into Mischief,Trippi,01:17.7,"3w,bid 4w 1/4,driving",7/28/2017,SAR,5,
5,8/25/2017,STK-NY,6.5,D,2,Inalienable Rights,18.4,,Junior Alvarado,Mark Hennig,Mission Impazible,El Corredor,01:18.1,"4w1/2,7w str,up place",7/14/2017,BEL,7,
5,8/25/2017,STK-NY,6.5,D,3,What a Catch,2.1,Y,John Velazquez,Todd Pletcher,Justin Phillip,Yes It's True,01:18.2,"3w,ask3/16,out-duel 2x",7/15/2017,BEL,3,
5,8/25/2017,STK-NY,6.5,D,4,Analyze the Odds,33.5,,Manuel Franco,Todd Pletcher,Overanalyze,Mineshaft,01:18.6,"ins,drive 5/16,5w 1/8",7/15/2017,BEL,3,
5,8/25/2017,STK-NY,6.5,D,5,Mr. Pete,7.7,,Jose Ortiz,James Ryerson,Shanghai Bobby,Defrere,01:18.7,"ins,urge turn,3w upper",7/15/2017,BEL,9,
5,8/25/2017,STK-NY,6.5,D,6,Morning Breez,3.75,,"Irad Ortiz, Jr.",Carlos Martin,Morning Line,Carson City,01:18.9,"try get out turn,tired",7/15/2017,BEL,3,
5,8/25/2017,STK-NY,6.5,D,7,Alien Invasion,36.5,,Tyler Gaffalione,Michael Maker,Desert Party,Eltish,01:19.6,"2w trn,6p1/8,no rally",7/24/2017,SAR,9,
5,8/25/2017,STK-NY,6.5,D,8,Smokin Platinum,6,,Joel Rosario,Bart Hone,Mission Impazible,Smoke Glacken,01:20.1,"strode green bck,3w1/2",7/28/2017,SAR,5,
8,8/25/2017,STK-F-NY,6.5,D,1,Cause We Are Loyal,11.2,,Mario Gutierrez,Doug O'Neill,Creative Cause,Not for Love,01:20.2,"2w,4w upr,trudge home",7/15/2017,LRC,2,
8,8/25/2017,STK-F-NY,6.5,D,2,Newport Breeze,6.8,,Jose Ortiz,Peter Eurton,Majestic Warrior,Hold That Tiger,01:20.3,"ins,green gallop turn",7/23/2017,DMR,1,
8,8/25/2017,STK-F-NY,6.5,D,3,Miss Mystique,22.6,,Rajiv Maragh,Leah Gyarmati,Teuflesberg,Malibu Moon,01:20.5,"stumble st,2w3/8,6p1/8",7/13/2017,BEL,4,
8,8/25/2017,STK-F-NY,6.5,D,4,Pauseforthecause,7.1,,"Irad Ortiz, Jr.",Kiaran McLaughlin,Giant's Causeway,Touch Gold,01:20.7,"ins,to 2p upper,tired",8/4/2017,SAR,4,
8,8/25/2017,STK-F-NY,6.5,D,5,Tudox Lifting Off,42.5,,"Ricardo Santana, Jr.",Ron Potts,Warrior's Reward,Discreet Cat,01:21.1,"2w 1/2,9w down lane",7/24/2017,SAR,6,
8,8/25/2017,STK-F-NY,6.5,D,6,One Last Cast,20.5,,John Velazquez,Todd Pletcher,Algorithms,First Samurai,01:21.2,"3-4w turn, 7p 1/8",7/16/2017,BEL,4,
8,8/25/2017,STK-F-NY,6.5,D,7,Trouble for Skylar,2.6,,Kendrick Carmouche,Danny Gargan,Into Mischief,French Deputy,01:21.3,"2w, bid 3w into lane",7/26/2017,SAR,6,
8,8/25/2017,STK-F-NY,6.5,D,8,Beaux Arts,58.25,,Manuel Franco,Russell Cash,Freud,Sefapiano,01:21.4,"stumble bad st,2-3w1/2",8/5/2017,MTH,10,
8,8/25/2017,STK-F-NY,6.5,D,9,I Still Miss You,1.2,Y,Javier Castellano,Jeremiah Englehart,Majestic Warrior,Lion Hearted,01:27.1,"2w,urge turn, tired",7/16/2017,BEL,4,
1,8/26/2017,MSW,6.5,D,1,Hazit,3.3,,John Velazquez,Todd Pletcher,War Front,Indian Charlie,01:16.4,"in hand 2p, held game",,,,
1,8/26/2017,MSW,6.5,D,2,Good Magic,0.75,Y,Javier Castellano,Chad Brown,Curlin,Hard Spun,01:16.6,"3w pursuit, repelled",,,,
1,8/26/2017,MSW,6.5,D,3,Road to Meath,5.4,,Jose Ortiz,Chad Brown,Quality Road,Dixie Union,01:17.2,"chased 3-2w, weakened",,,,
1,8/26/2017,MSW,6.5,D,4,High North,6.1,,"Irad Ortiz, Jr.",Brad Cox,Midnight Lute,Awesome Again,01:17.7,"4w pursuit, weakened",,,,
1,8/26/2017,MSW,6.5,D,5,Glass Bridge,9.3,,Paco Lopez,Kelly Breen,Blame,Giant's Causeway,01:18.0,"off beat slw, trailed",,,,
3,8/26/2017,MSW,8.5,T,1,Empirically,25.5,,Tyler Gaffalione,Roy Lerman,Point of Entry,Polish Numbers,01:41.4,"ins,out late & bump 2x",,,,
3,8/26/2017,MSW,8.5,T,2,Paradise Island,11.6,,Manuel Franco,George Weaver,Treasure Beach (GB),Milwaukee Brew,01:41.5,"ins,3w,bmp2x&herd late",,,,
3,8/26/2017,MSW,8.5,T,3,Strike Me Down,6.2,,Joel Rosario,H. Graham Motion,Tapit,Smart Strike,01:42.1,"fought early,ins,rlly",,,,
3,8/26/2017,MSW,8.5,T,4,He Takes Charge,5.7,,Julien Leparoux,Mark Casse,Tapit,Storm Cat,01:42.3,"reserved 2w,6p 1/6",8/5/2017,SAR,4,
3,8/26/2017,MSW,8.5,T,5,Magnanimus Man,19.2,,Kendrick Carmouche,Wesley Ward,New Year's Day,Kris S.,01:42.4,"near ins,test upr,tird",7/9/2017,BEL,2,
3,8/26/2017,MSW,8.5,T,6,Neepawa,2.3,Y,Javier Castellano,Mark Casse,Scat Daddy,Niigon,01:42.9,"unhurry 2w,no impact",8/5/2017,SAR,4,
3,8/26/2017,MSW,8.5,T,7,Another,6.6,,Junior Alvarado,William Mott,Soldat,Tapit,01:43.1,"3w 1st,tight,stdied3/8",7/22/2017,SAR,3,
3,8/26/2017,MSW,8.5,T,8,Chirping,3.9,,Florent Geroux,Thomas Proctor,Violence,Arch,01:43.8,"unsetlted,2w 1st,3w 2d",7/29/2017,SAR,4,
3,8/26/2017,MSW,8.5,T,9,Sidewinder,38.25,,Eric Cancel,Dominick Schettino,Rattlesnake Bridge,Victory Speech,01:43.8,"2w & btwn 1st,tired",8/5/2017,SAR,4,
3,8/26/2017,MSW,8.5,T,10,Fortune Cookie,11.4,,Jose Ortiz,William Mott,City Zip,Giant's Causeway,01:44.7,"mostly 4w turns,folded",7/9/2017,BEL,2,
5,8/27/2017,MSW-F,6,D,1,Quick Quick Quick,2.4,,Julien Leparoux,Ian Wilkes,Tiago,Cape Town,01:11.9,"shy in st,2w,4w upper",8/6/2017,SAR,6,
5,8/27/2017,MSW-F,6,D,2,Navajo,9.5,,Joel Rosario,Anthony Dutrow,Union Rags,First Samurai,01:12.0,"3w,to 5p 1/8,fin well",,,,
5,8/27/2017,MSW-F,6,D,3,No Deal,36.75,,Manuel Franco,Philip Serpe,Special Rate,Harlan's Holiday,01:12.5,"push in st,2w5/16,led",,,,
5,8/27/2017,MSW-F,6,D,4,Twofer,4.7,,Jose Ortiz,"Richard Violette, Jr.",Super Saver,Is It True,01:12.7,"2w 1/2,9w down lane",,,,
5,8/27/2017,MSW-F,6,D,5,Murika,32.25,,Robby Albarado,Ron Moquett,Awesome Patriot,Vindication,01:12.9,"hit gate,2w7/16,8w str",,,,
5,8/27/2017,MSW-F,6,D,6,Smarty Smart,8.7,,Jose Lezcano,Michael Trombetta,Congrats,Smarty Jones,01:13.2,"force in st,2w,3w upr",8/6/2017,SAR,6,
5,8/27/2017,MSW-F,6,D,7,Tapete Claire,64.5,,"Samuel Camacho, Jr.",Jaime Mejia,Tapizar,Free Thinking,01:13.6,"angle in st,ins turn",8/20/2017,SAR,6,
5,8/27/2017,MSW-F,6,D,8,Everybody Loves Me,2.15,Y,"Irad Ortiz, Jr.","John Terranova, II",Maclean's Music,Forestry,01:14.1,"near ins,gave in upr",8/9/2017,SAR,4,
5,8/27/2017,MSW-F,6,D,9,Moolah Schmoolah,18.4,,"Ricardo Santana, Jr.",Rudy Rodriguez,Union Rags,Mineshaft,01:14.2,"3w,9w lane, no bids",,,,
5,8/27/2017,MSW-F,6,D,10,Wine Halo,10.4,,Luis Saez,D. Wayne Lukas,Snapy Halo (ARG),Tiznow,01:15.1,"2-3w turn, gave way",8/6/2017,SAR,6,
10,8/27/2017,MSW-F,8.5,T,1,Significant Form,3.15,,"Irad Ortiz, Jr.",Chad Brown,Creative Cause,Harlan's Holiday,01:43.4,"shut off foe7/8,clippd",,,,
10,8/27/2017,MSW-F,8.5,T,2,Cool Beans,3.9,,Florent Geroux,Brad Cox,Candy Ride (ARG),Giant's Causeway,01:43.7,"2-3path turns,bid5/16",,,,
10,8/27/2017,MSW-F,8.5,T,3,Gio Game,2.6,Y,Julien Leparoux,Mark Casse,Gio Ponti,More Than Ready,01:43.8,"ins trns,lckd room3/16",7/27/2017,SAR,5,
10,8/27/2017,MSW-F,8.5,T,4,Data Dependent,4.1,,Javier Castellano,Chad Brown,More Than Ready,Street Cry (IRE),01:43.8,"stdy7/8,bmpd,swervd6w",,,,
10,8/27/2017,MSW-F,8.5,T,5,Love Mo,15.6,,Jose Lezcano,William Mott,Uncle Mo,Smart Strike,01:44.2,"2p,vied past 1/8,wknd",,,,
10,8/27/2017,MSW-F,8.5,T,6,Matty's Magnum,22.5,,Eric Cancel,David Donk,Even the Score,Machiavellian,01:44.4,"bmpd7/8,stdy,carry7w",,,,
10,8/27/2017,MSW-F,8.5,T,7,Amity,28,,Dylan Davis,"Albert Stall, Jr.",Street Sense,Awesome Again,01:44.4,"shut off-7/8,steadied",,,,
10,8/27/2017,MSW-F,8.5,T,8,Fortune Street,19.4,,Junior Alvarado,Mark Hennig,Bellamy Road,Rahy,01:44.6,"inside pace,gave way",7/30/2017,SAR,5,
10,8/27/2017,MSW-F,8.5,T,9,Make Merry,10.1,,Joel Rosario,Kiaran McLaughlin,Medaglia d'Oro,Ezzoud (IRE),01:45.3,"3w turns,5w1/4,empty",,,,
5,8/28/2017,MSW-F-NY,7,D,1,Big Gemmy,2.75,,Luis Saez,W. Calhoun,Gemologist,Mineshaft,01:25.5,"5w upper, edged clear",7/28/2017,SAR,5,
5,8/28/2017,MSW-F-NY,7,D,2,Honor Up,2.3,Y,Junior Alvarado,William Mott,To Honor and Serve,Yes It's True,01:26.1,"hit gate st, caught",8/7/2017,SAR,6,
5,8/28/2017,MSW-F-NY,7,D,3,Mango M,3.95,,Jose Ortiz,Claude McGaughey III,Tale of the Cat,Holy Bull,01:26.3,"coaxed st, wknd late",,,,
5,8/28/2017,MSW-F-NY,7,D,4,Golden Seal,6.2,,Javier Castellano,Brad Cox,Union Rags,General Meeting,01:26.9,bumped solidly start,,,,
5,8/28/2017,MSW-F-NY,7,D,5,Flat Out Jayvien,73.75,,Jorge Robles,Randi Persaud,Flat Out,Istan,01:27.6,"rough start, 6w upper",8/9/2017,SAR,5,
5,8/28/2017,MSW-F-NY,7,D,6,Leap to Glory,32.5,,"Irad Ortiz, Jr.",Abigail Adsit,Outflanker,Mass Media,01:28.4,saved ground no avail,,,,
5,8/28/2017,MSW-F-NY,7,D,7,Rollo Lothbrok,72.5,,Michael Luzzi,Bruce Brown,Posse,Anasheed,01:28.5,"4w upper, no impact",8/17/2017,SAR,5,
5,8/28/2017,MSW-F-NY,7,D,8,Bad Guy,7.7,,Tyler Gaffalione,"Dominic Giglio, Jr.",Power Broker,With Approval,01:28.8,"3-4w pursuit, tired",8/7/2017,SAR,6,
5,8/28/2017,MSW-F-NY,7,D,9,Rockin Jo,12.3,,Kendrick Carmouche,Dominick Schettino,Paynter,In Excess (IRE),01:30.7,"brief speed, faltered",7/28/2017,SAR,5,
5,8/28/2017,MSW-F-NY,7,D,10,Panama Ed,22.1,,Rajiv Maragh,Chris Englehart,Bluegrass Cat,Husband,01:31.3,"stumbled st, overland",8/17/2017,SAR,5,
