DATE,RACE,CLASS,RACE NAME,DIST,SURF,STARTER NAME,PP,ODDS,FAVE,FIN,TRAINER,JOCKEY,TIME,PREV RACE,DAYS,SIRE
7/28/2019,1,MSW-NY,,6,Dirt,Cleon Jones,3,2.75,0,1,Jeremiah Englehart,"Jorge Vargas, Jr.",01:11.2,BEL 6/23 6,35,Tale of the Cat
7/28/2019,1,MSW-NY,,6,Dirt,Stanhope,2,4,0,2,Claude McGaughey III,Dylan Davis,01:11.8,,,Street Sense
7/28/2019,1,MSW-NY,,6,Dirt,Macho Boy,1,3.3,0,3,Gary Contessa,Manuel Franco,01:12.1,SAR 7/14 4,14,Mucho Macho Man
7/28/2019,1,MSW-NY,,6,Dirt,Brian's Last Song,6,2.45,1,4,Todd Pletcher,Jose Ortiz,01:12.4,,,Cairo Prince
7/28/2019,1,MSW-NY,,6,Dirt,Sir Ludlow,5,31.25,0,5,Timothy Hamm,Benjamin Hernandez,01:14.8,,,Midas Touch (GB)
7/28/2019,1,MSW-NY,,6,Dirt,Fifty Cents,4,4.5,0,6,Alexis Delgado,Luis Saez,01:17.2,,,Goldencents
7/31/2019,3,MSW-NY-F,,6,Dirt,Risky Mischief,1,0.75,1,1,Jeremiah Englehart,Jose Ortiz,01:13.0,,,Into Mischief
7/31/2019,3,MSW-NY-F,,6,Dirt,Playtone,8,10.1,0,2,Eddie Kenneally,Tyler Gaffalione,01:14.3,,,Tonalist
7/31/2019,3,MSW-NY-F,,6,Dirt,E Z for You to Say,2,51,0,3,Patrick Quick,Heman Harkie,01:14.4,BEL 6/22 4,39,Majestic City
7/31/2019,3,MSW-NY-F,,6,Dirt,Aubrey Tate,4,8.3,0,4,Norm Casse,"Irad Ortiz, Jr.",01:15.0,,,Bayern
7/31/2019,3,MSW-NY-F,,6,Dirt,Sister Beauty,7,10.2,0,5,Gary Contessa,Joel Rosario,01:15.2,,,Revolutionary
7/31/2019,3,MSW-NY-F,,6,Dirt,Courageous Girl,10,27.75,0,6,David Donk,Manuel Franco,01:15.3,,,Bourbon Courage
7/31/2019,3,MSW-NY-F,,6,Dirt,Magnetique,9,5.1,0,7,Todd Pletcher,John Velazquez,01:15.4,,,Normandy Invasion
7/31/2019,3,MSW-NY-F,,6,Dirt,Mrs. Phelps,3,11.7,0,8,Richard Vega,Kendrick Carmouche,01:15.8,,,Mission Impazible
7/31/2019,3,MSW-NY-F,,6,Dirt,Smokin Hot Kiss,5,28.75,0,9,Marialice Coffey,"Ricardo Santana, Jr.",01:16.9,,,The Lumber Guy
7/31/2019,3,MSW-NY-F,,6,Dirt,Barker Lane,6,64,0,10,Edward Barker,Dylan Davis,01:18.8,,,Bellamy Road
7/31/2019,5,MSW-F,,5.5,Dirt,Girlntheyellowtaxi,3,1.95,1,1,Wesley Ward,"Irad Ortiz, Jr.",01:05.5,,,Elusive Quality
7/31/2019,5,MSW-F,,5.5,Dirt,Morality Clause,8,2.8,0,2,Raymond Handal,Manuel Franco,01:06.4,BEL 6/30 4,31,Verrazano
7/31/2019,5,MSW-F,,5.5,Dirt,Kit Kat Katie,7,5.3,0,3,Jeremiah Englehart,Javier Castellano,01:06.8,BEL 6/30 4,31,Sky Mesa
7/31/2019,5,MSW-F,,5.5,Dirt,Positive Power,1,20.2,0,4,Edmund Davis,Dylan Davis,01:07.0,BEL 7/3 5,28,Misremembered
7/31/2019,5,MSW-F,,5.5,Dirt,Darken a Day,2,13.6,0,5,Gary Contessa,Luis Saez,01:08.0,SAR 7/17 10,14,Emcee
7/31/2019,5,MSW-F,,5.5,Dirt,Central Capital,4,31.75,0,6,Leah Gyarmati,Junior Alvarado,01:08.1,,,Central Banker
7/31/2019,5,MSW-F,,5.5,Dirt,Wicked Amber,9,48.25,0,7,Randi Persaud,Heman Harkie,01:08.3,SAR 7/25 2,6,Ghostzapper
7/31/2019,5,MSW-F,,5.5,Dirt,Wicked Title,5,23.8,0,8,Chad Summers,Kendrick Carmouche,01:08.3,,,Wicked Strong
7/31/2019,5,MSW-F,,5.5,Dirt,Blessingsofliberty,6,11.6,0,9,Michael Trombetta,Tyler Gaffalione,01:08.7,,,Constitution
7/31/2019,5,MSW-F,,5.5,Dirt,Astarte Gold,10,5.7,0,10,Michael Trombetta,Jose Lezcano,01:10.7,,,Cairo Prince
7/31/2019,6,MSW-F,,5.5,Dirt,Figure of Speech,5,2.5,0,1,Chad Brown,Javier Castellano,01:05.5,,,Into Mischief
7/31/2019,6,MSW-F,,5.5,Dirt,Drop a Hint,9,14.8,0,2,D. Lukas,Manuel Franco,01:06.4,SAR 7/12 5,19,Into Mischief
7/31/2019,6,MSW-F,,5.5,Dirt,Hallajoori,6,9.6,0,3,Steven Asmussen,"Ricardo Santana, Jr.",01:06.5,,,Bayern
7/31/2019,6,MSW-F,,5.5,Dirt,One Time Around,7,33.75,0,4,Mark Hennig,Tyler Gaffalione,01:06.6,,,Empire Maker
7/31/2019,6,MSW-F,,5.5,Dirt,Slam Dunk,3,2.25,1,5,Rodolphe Brisset,Jose Ortiz,01:06.9,,,Into Mischief
7/31/2019,6,MSW-F,,5.5,Dirt,Magic Motion,8,13.2,0,6,William Mott,Junior Alvarado,01:07.0,,,Bernardini
7/31/2019,6,MSW-F,,5.5,Dirt,Gloriously,2,31.5,0,7,James Jerkens,Jose Lezcano,01:07.0,,,Mucho Macho Man
7/31/2019,6,MSW-F,,5.5,Dirt,Cairo Express,4,14.5,0,8,Joe Sharp,Luis Saez,01:07.9,,,Cairo Prince
7/31/2019,6,MSW-F,,5.5,Dirt,Tulanian,1,2.95,0,9,Thomas Amoss,"Irad Ortiz, Jr.",01:08.1,,,Twirling Candy
8/1/2019,1,MSW,,5.5,Turf,Frosted Rose,2,2.3,1,1,Michael Trombetta,Joel Rosario,01:03.2,LRL 6/28 6,34,Oxbow
8/1/2019,1,MSW,,5.5,Turf,Summer Sangria,8,3.9,0,2,Wesley Ward,John Velazquez,01:03.4,,,Maclean's Music
8/1/2019,1,MSW,,5.5,Turf,Get Smokin,1,11,0,3,Thomas Bush,Javier Castellano,01:03.5,,,Get Stormy
8/1/2019,1,MSW,,5.5,Turf,Smite,6,11,0,4,Joe Sharp,Luis Saez,01:03.5,,,Congrats
8/1/2019,1,MSW,,5.5,Turf,Saint Marco,3,22.3,0,5,Niall Saville,Kendrick Carmouche,01:03.8,,,Tonalist
8/1/2019,1,MSW,,5.5,Turf,Dan the Man Can,9,2.4,0,6,Edward Barker,Manuel Franco,01:04.0,SAR 7/18 2,14,Can the Man
8/1/2019,1,MSW,,5.5,Turf,Justintimeforwine,10,11.1,0,7,Gary Contessa,Jose Ortiz,01:04.6,SAR 7/18 2,14,Justintimeforwine
8/1/2019,1,MSW,,5.5,Turf,Mr Phil,5,16.5,0,8,James Ryerson,Tyler Gaffalione,01:04.8,,,Mr Speaker
8/1/2019,1,MSW,,5.5,Turf,Ninth of April,4,52.75,0,9,Edmund Davis,Joey Martinez,01:04.8,SAR 7/18 2,14,Shanghai Bobby
8/1/2019,1,MSW,,5.5,Turf,Strong Legacy,7,35,0,10,"Oscar Barrera, III",Luis Reyes,01:06.0,,,Strong Mandate
8/1/2019,3,MCL,,5.5,Dirt,Inside Risk,6,2.75,0,1,Todd Pletcher,"Irad Ortiz, Jr.",01:05.1,,,Street Sense
8/1/2019,3,MCL,,5.5,Dirt,Blues City,5,9.8,0,2,Linda Rice,Jose Lezcano,01:05.3,BEL 5/10 5,83,Frost Giant
8/1/2019,3,MCL,,5.5,Dirt,Vaya Con Dios,1,5.2,0,3,Eric Guillot,Dylan Davis,01:05.4,SAR 7/13 4,19,Majesticperfection
8/1/2019,3,MCL,,5.5,Dirt,Bahamian Prince,4,2.6,1,4,Kelly Breen,Paco Lopez,01:05.6,,,Bahamian Squall
8/1/2019,3,MCL,,5.5,Dirt,King of American,7,60.25,0,5,Randi Persaud,Joey Martinez,01:05.8,,,Flatter
8/1/2019,3,MCL,,5.5,Dirt,Big Royal Lineage,3,8.6,0,6,Rudy Rodriguez,Luis Saez,01:06.0,,,Bodemeister
8/1/2019,3,MCL,,5.5,Dirt,Bayern's Mirage,9,7.9,0,7,Gary Gullo,Manuel Franco,01:06.2,BEL 7/6 5,26,Bayern
8/1/2019,3,MCL,,5.5,Dirt,Feeling It,8,6.4,0,8,D. Lukas,Joel Rosario,01:06.2,ELP 6/30 5,32,Majesticperfection
8/1/2019,3,MCL,,5.5,Dirt,Determined Force,2,32,0,9,Phil Schoenthal,Jevian Toledo,01:07.1,BEL 6/28 4,34,Bellamy Road
8/2/2019,3,MSW-NY-F,,5.5,Turf,Light in the Sky,2,1.2,1,1,Linda Rice,Jose Ortiz,01:03.0,SAR 7/17 10,16,Tale of the Cat
8/2/2019,3,MSW-NY-F,,5.5,Turf,Good Credence,8,3.2,0,2,"Anthony Margotta, Jr.",John Velazquez,01:03.2,MTH 7/12 5,21,Jimmy Creed
8/2/2019,3,MSW-NY-F,,5.5,Turf,My Sassy Sarah,9,4.4,0,3,Michelle Nevin,Manuel Franco,01:03.2,,,Summer Front
8/2/2019,3,MSW-NY-F,,5.5,Turf,Imincomunicado,1,16.3,0,4,Derek Ryan,Jose Lezcano,01:03.5,,,Maclean's Music
8/2/2019,3,MSW-NY-F,,5.5,Turf,Canarsie Angel,6,21.1,0,5,Linda Dixon,Kendrick Carmouche,01:03.6,,,Big Brown
8/2/2019,3,MSW-NY-F,,5.5,Turf,Wall Eye,7,10.1,0,6,Gary Contessa,Luis Saez,01:04.2,,,Quality Road
8/2/2019,3,MSW-NY-F,,5.5,Turf,Stuy Town Baby,3,11.5,0,7,Mark Casse,Tyler Gaffalione,01:04.5,,,Bellamy Road
8/2/2019,3,MSW-NY-F,,5.5,Turf,Apollo's Abraxas,4,21.6,0,8,Kim Laudati,Benjamin Hernandez,01:04.7,SAR 7/17 10,16,Big Brown
8/2/2019,3,MSW-NY-F,,5.5,Turf,Tokyo Bay,5,10.1,0,9,Gary Gullo,Chris Landeros,01:05.9,,,Japan
8/3/2019,1,MSW,,8.5,Turf,Our Country,7,2.4,1,1,George Weaver,Manuel Franco,01:41.4,SAR 7/13 6,21,Constitution
8/3/2019,1,MSW,,8.5,Turf,Policy Option,2,9.9,0,2,Chad Brown,"Irad Ortiz, Jr.",01:42.3,,,Empire Maker
8/3/2019,1,MSW,,8.5,Turf,Silver Prospector,3,8.3,0,3,Steven Asmussen,"Ricardo Santana, Jr.",01:42.3,BEL 7/6 5,28,Declaration of War
8/3/2019,1,MSW,,8.5,Turf,U S Army Corps,6,8.7,0,4,Claude McGaughey III,Joel Rosario,01:42.3,,,War Front
8/3/2019,1,MSW,,8.5,Turf,Brewmeister,4,4.5,0,5,Chad Brown,Javier Castellano,01:42.8,,,Point of Entry
8/3/2019,1,MSW,,8.5,Turf,Shamrocket,9,13,0,6,Christophe Clement,Flavien Prat,01:42.9,,,Tonalist
8/3/2019,1,MSW,,8.5,Turf,Eternal Summer,5,11.3,0,7,Todd Pletcher,Jose Ortiz,01:43.5,,,Summer Front
8/3/2019,1,MSW,,8.5,Turf,Lido Legacy,8,42.5,0,8,D. Lukas,Chris Landeros,01:43.9,,,Speightstown
8/3/2019,1,MSW,,8.5,Turf,Chimney Rock,1,3.05,0,9,Michael Maker,Luis Saez,01:44.1,BEL 6/21 7,43,Artie Schiller
8/3/2019,3,MSW,,7,Dirt,Glory Road,9,3.5,0,1,Todd Pletcher,John Velazquez,01:24.6,,,Commissioner
8/3/2019,3,MSW,,7,Dirt,This Ill Defend,7,17.8,0,2,Thomas Albertrani,Luis Reyes,01:24.6,BEL 7/4 5,30,Sky Mesa
8/3/2019,3,MSW,,7,Dirt,Atoka,8,25.5,0,3,D. Lukas,Luis Saez,01:24.6,,,Union Rags
8/3/2019,3,MSW,,7,Dirt,Height,6,19.4,0,4,William Mott,Junior Alvarado,01:25.0,,,Union Rags
8/3/2019,3,MSW,,7,Dirt,Extreme Force,2,5.9,0,5,Mark Hennig,Jose Lezcano,01:25.1,BEL 7/4 5,30,Constitution
8/3/2019,3,MSW,,7,Dirt,Amends,10,13.7,0,6,Claude McGaughey III,Joel Rosario,01:25.4,,,Uncle Mo
8/3/2019,3,MSW,,7,Dirt,Dubai Bobby,1,5.6,0,7,Jonathan Thomas,Javier Castellano,01:25.7,BEL 7/6 5,28,Shanghai Bobby
8/3/2019,3,MSW,,7,Dirt,Wayne O,4,1.7,1,8,Steven Asmussen,Jose Ortiz,01:26.9,,,Into Mischief
8/3/2019,3,MSW,,7,Dirt,Fishman,5,17.9,0,9,"James Lawrence, II",Kendrick Carmouche,01:27.1,LRL 7/11 1,23,Malibu Moon
8/3/2019,3,MSW,,7,Dirt,Indian Cross,3,21.2,0,10,Steven Asmussen,"Ricardo Santana, Jr.",01:29.6,,,Cross Traffic
8/4/2019,1,MSW-F,,7,Dirt,Daphne Moon,3,2.15,0,1,Jeremiah Englehart,Jose Ortiz,01:23.9,,,Cairo Prince
8/4/2019,1,MSW-F,,7,Dirt,Weekend Fun,6,2.4,0,2,Steven Asmussen,"Ricardo Santana, Jr.",01:24.5,CD 6/27 1,38,More Than Ready
8/4/2019,1,MSW-F,,7,Dirt,Lucky Dime,4,6.3,0,3,William Mott,Junior Alvarado,01:24.7,,,Creative Cause
8/4/2019,1,MSW-F,,7,Dirt,Pure Wow,1,2.05,1,4,John Terranova II,Joel Rosario,01:25.1,SAR 7/12 5,23,The Factor
8/4/2019,1,MSW-F,,7,Dirt,Foreign Exchange,2,19.8,0,5,D. Lukas,Luis Saez,01:25.9,SAR 7/14 1,21,Congrats
8/4/2019,1,MSW-F,,7,Dirt,Ill Will,5,11.4,0,6,Gary Contessa,Chris Landeros,01:26.9,SAR 7/21 7,14,Palace Malice
8/4/2019,4,MSW-F,,8.5,Turf,Crystalle,2,41.5,0,1,John Kimmel,Chris Landeros,01:41.2,,,Palace Malice
8/4/2019,4,MSW-F,,8.5,Turf,Sketches of Spain (IRE),4,5.4,0,2,Chad Brown,"Irad Ortiz, Jr.",01:41.5,,,Lope de Vega (IRE)
8/4/2019,4,MSW-F,,8.5,Turf,Sparkling Sky,7,2.95,0,3,Todd Pletcher,Jose Ortiz,01:41.5,,,More Than Ready
8/4/2019,4,MSW-F,,8.5,Turf,Situation Room,3,1.95,1,4,Chad Brown,Javier Castellano,01:41.7,,,Summer Front
8/4/2019,4,MSW-F,,8.5,Turf,Swanage,5,6,0,5,Michael Maker,Luis Saez,01:41.8,ELP 7/5 5,30,English Channel
8/4/2019,4,MSW-F,,8.5,Turf,Miss My Macho,9,27,0,6,Katherine Ritvo,Rajiv Maragh,01:42.0,SAR 7/21 7,14,Mucho Macho Man
8/4/2019,4,MSW-F,,8.5,Turf,Livin At the Beach,6,7.9,0,7,Christophe Clement,Dylan Davis,01:42.1,BEL 6/30 4,35,Treasure Beach (GB)
8/4/2019,4,MSW-F,,8.5,Turf,Bridal Path,1,10,0,8,Claude McGaughey III,Joel Rosario,01:42.4,,,Hard Spun
8/4/2019,4,MSW-F,,8.5,Turf,Osaka Girl,8,21.5,0,9,Brian Lynch,Manuel Franco,01:44.0,,,First Samurai
8/4/2019,10,GRD-F,Adirondack S.,6.5,Dirt,Perfect Alibi,3,6.7,0,1,Mark Casse,"Irad Ortiz, Jr.",01:18.4,BEL 6/6 7,59,Sky Mesa
8/4/2019,10,GRD-F,Adirondack S.,6.5,Dirt,Frank's Rockette,2,0.7,1,2,William Mott,Julien Leparoux,01:18.5,CD 6/21 1,44,Into Mischief
8/4/2019,10,GRD-F,Adirondack S.,6.5,Dirt,Magic Dance,8,2.35,0,3,Steven Asmussen,"Ricardo Santana, Jr.",01:18.7,CD 6/29 10,36,More Than Ready
8/4/2019,10,GRD-F,Adirondack S.,6.5,Dirt,Miss Peppina,6,10.4,0,4,Gary Gullo,Joel Rosario,01:18.8,BEL 7/3 5,32,Bayern
8/4/2019,10,GRD-F,Adirondack S.,6.5,Dirt,Big Q,1,60.25,0,5,Gary Gullo,Jose Lezcano,01:19.5,SAR 7/11 5,24,Big Brown
8/4/2019,10,GRD-F,Adirondack S.,6.5,Dirt,Mylastfirstkiss,5,83,0,6,Anthony Quartarolo,Chris Landeros,01:19.7,SAR 7/12 5,23,Flatter
8/4/2019,10,GRD-F,Adirondack S.,6.5,Dirt,Integral,4,24.25,0,7,Todd Pletcher,John Velazquez,01:23.3,SAR 7/11 8,24,Algorithms
8/4/2019,10,GRD-F,Adirondack S.,6.5,Dirt,Just Fly,7,42,0,8,Joe Sharp,Luis Saez,01:27.5,SAR 7/17 5,18,Justin Phillip
8/7/2019,5,MSW-NY-F,,6.5,Dirt,Thea's Theme,2,2.25,0,1,Jeremiah Englehart,Jose Ortiz,01:19.2,,,Bayern
8/7/2019,5,MSW-NY-F,,6.5,Dirt,Critical Value,6,10.8,0,2,Jeremiah Englehart,Junior Alvarado,01:19.2,,,Bodemeister
8/7/2019,5,MSW-NY-F,,6.5,Dirt,Funnypointofview,1,11.3,0,3,James Ryerson,Tyler Gaffalione,01:20.2,BEL 6/23 2,45,D'Funnybone
8/7/2019,5,MSW-NY-F,,6.5,Dirt,Saratoga Beauty,5,1.95,1,4,Patrick McBurney,Paco Lopez,01:20.7,,,Macho Uno
8/7/2019,5,MSW-NY-F,,6.5,Dirt,Rewarded,4,43.5,0,5,Michael Lauer,Manuel Franco,01:21.8,SAR 7/11 5,27,Central Banker
8/7/2019,5,MSW-NY-F,,6.5,Dirt,Lady Kaza,7,4.3,0,6,Chad Brown,Javier Castellano,01:22.6,,,Congrats
8/7/2019,5,MSW-NY-F,,6.5,Dirt,A d'Oro,8,15.6,0,7,Brad Cox,Kendrick Carmouche,01:22.8,,,Alpha
8/7/2019,5,MSW-NY-F,,6.5,Dirt,Graphite Dutchess,9,9.7,0,8,Bruce Brown,Luis Saez,01:24.2,,,Palace Malice
8/7/2019,5,MSW-NY-F,,6.5,Dirt,Bella Invasion,3,47.5,0,9,Randi Persaud,Samuel Jimenez,01:24.2,,,Normandy Invasion
8/8/2019,5,MSW-NY,,6.5,Dirt,Tiz the Law,3,3.55,0,1,Barclay Tagg,Junior Alvarado,01:18.0,,,Constitution
8/8/2019,5,MSW-NY,,6.5,Dirt,Dream Bigger,7,1.5,1,2,Rudy Rodriguez,John Velazquez,01:18.7,,,Mission Impazible
8/8/2019,5,MSW-NY,,6.5,Dirt,Brilliant Brooks,6,4.3,0,3,Jeremiah Englehart,Jose Ortiz,01:20.9,,,Candy Ride (ARG)
8/8/2019,5,MSW-NY,,6.5,Dirt,Disco Deano,5,31,0,4,M. Ferraro,Jaime Rodriguez,01:22.2,,,Verrazano
8/8/2019,5,MSW-NY,,6.5,Dirt,Dangerous Edge,8,4,0,5,George Weaver,Eric Cancel,01:22.6,,,Competitive Edge
8/8/2019,5,MSW-NY,,6.5,Dirt,Geta Lode of Lucky,2,19.2,0,6,Danny Gargan,Kendrick Carmouche,01:23.8,,,Girolamo
8/8/2019,5,MSW-NY,,6.5,Dirt,Perpetrate,4,11.3,0,7,Michael Stidham,Tyler Gaffalione,01:24.3,,,Distorted Humor
8/8/2019,5,MSW-NY,,6.5,Dirt,Forever Wicked,1,31,0,8,Randi Persaud,Rajiv Maragh,01:24.9,,,Wicked Strong
8/9/2019,4,MSW-NY,,5.5,Turf,Fly Fly Away,8,1.85,1,1,Christophe Clement,"Irad Ortiz, Jr.",01:02.5,SAR 7/18 5,22,First Samurai
8/9/2019,4,MSW-NY,,5.5,Turf,First Deputy,3,4.6,0,2,Linda Rice,Jose Ortiz,01:02.5,,,Awesome Again
8/9/2019,4,MSW-NY,,5.5,Turf,Shandian,6,3.55,0,3,Gary Contessa,Javier Castellano,01:02.8,SAR 7/18 5,22,Emcee
8/9/2019,4,MSW-NY,,5.5,Turf,Kierkegaard,10,4.6,0,4,Jack Sisterson,Joel Rosario,01:02.8,,,Freud
8/9/2019,4,MSW-NY,,5.5,Turf,Go Rudy Go,1,10.4,0,5,Rudy Rodriguez,Jose Lezcano,01:03.0,,,Warrior's Reward
8/9/2019,4,MSW-NY,,5.5,Turf,Lord Camden,9,6.7,0,6,Mark Casse,Tyler Gaffalione,01:03.0,,,Freud
8/9/2019,4,MSW-NY,,5.5,Turf,Very Replaceable,4,25.5,0,7,M. Ferraro,Jaime Rodriguez,01:03.4,,,Normandy Invasion
8/9/2019,4,MSW-NY,,5.5,Turf,Love Me Tomorrow,5,6.4,0,8,Wesley Ward,Dylan Davis,01:03.5,SAR 7/11 5,29,Mineshaft
8/9/2019,4,MSW-NY,,5.5,Turf,Perfect Banker,2,34,0,9,Thomas Albertrani,Eric Cancel,01:03.5,,,Central Banker
8/9/2019,4,MSW-NY,,5.5,Turf,Stone Guitar,7,32.5,0,10,Gary Contessa,Kendrick Carmouche,01:03.6,,,Bustin Stones
8/9/2019,6,MSW-F,,5.5,Turf,Voting Agreement,4,3,0,1,Chad Brown,Javier Castellano,01:01.9,,,More Than Ready
8/9/2019,6,MSW-F,,5.5,Turf,Boston Beauties (IRE),6,10.7,0,2,Todd Pletcher,Luis Saez,01:02.2,,,Zoffany (IRE)
8/9/2019,6,MSW-F,,5.5,Turf,Indochine,7,3.65,0,3,Chad Brown,"Irad Ortiz, Jr.",01:02.4,,,War Front
8/9/2019,6,MSW-F,,5.5,Turf,Love of My Heart,3,15.1,0,4,Mark Casse,Tyler Gaffalione,01:02.6,,,Colonel John
8/9/2019,6,MSW-F,,5.5,Turf,Leaveuwithasmile,1,20.5,0,5,Jeremiah Englehart,"Ricardo Santana, Jr.",01:02.6,,,Conveyance
8/9/2019,6,MSW-F,,5.5,Turf,Star Command,9,20.5,0,6,Claude McGaughey III,Dylan Davis,01:02.8,,,Orb
8/9/2019,6,MSW-F,,5.5,Turf,Our Little Jewel,5,21,0,7,Michael Trombetta,Joel Rosario,01:02.9,,,Hat Trick (JPN)
8/9/2019,6,MSW-F,,5.5,Turf,She's Into Me,2,7.6,0,8,Jorge Abreu,Jose Ortiz,01:03.1,,,Into Mischief
8/9/2019,6,MSW-F,,5.5,Turf,Divided Sky (IRE),8,2.3,1,9,Wesley Ward,John Velazquez,01:03.1,,,Society Rock (IRE)
8/9/2019,6,MSW-F,,5.5,Turf,La Negrita,10,38.5,0,10,Rudy Rodriguez,Manuel Franco,01:03.7,,,Fed Biz
8/10/2019,3,MSW,,8.5,Turf,Decorated Invader,5,1.25,1,1,Christophe Clement,Junior Alvarado,01:41.3,SAR 7/13 6,28,Declaration of War
8/10/2019,3,MSW,,8.5,Turf,Summer to Remember,1,2.5,0,2,Todd Pletcher,Manuel Franco,01:41.9,,,Summer Front
8/10/2019,3,MSW,,8.5,Turf,Fame to Famous,6,4.3,0,3,Edmund Davis,Luis Saez,01:41.9,SAR 7/27 7,14,Tapit
8/10/2019,3,MSW,,8.5,Turf,Glynn County,7,21.7,0,4,James Toner,Kendrick Carmouche,01:42.2,,,Kitten's Joy
8/10/2019,3,MSW,,8.5,Turf,No Bad Days,8,30,0,5,Nicholas Zito,Tyler Gaffalione,01:42.8,SAR 7/27 4,14,Carpe Diem
8/10/2019,3,MSW,,8.5,Turf,My Sacred Place,3,10,0,6,Jason Servis,Jose Lezcano,01:43.4,MTH 7/13 6,28,Temple City
8/10/2019,3,MSW,,8.5,Turf,City Guy,2,53,0,7,Philip Gleaves,Dylan Davis,01:43.4,BEL 7/6 5,35,Temple City
8/10/2019,3,MSW,,8.5,Turf,Yukon Eric,4,9.4,0,8,Linda Rice,Jose Ortiz,01:46.4,,,Will Take Charge
8/10/2019,5,MSW,,6,Dirt,Tumbling Sky,7,2.05,0,1,Steven Asmussen,"Ricardo Santana, Jr.",01:09.9,,,Competitive Edge
8/10/2019,5,MSW,,6,Dirt,Bellavia,8,22.8,0,2,Jena Antonucci,Tyler Gaffalione,01:10.1,,,Honor Code
8/10/2019,5,MSW,,6,Dirt,Famished,5,11.6,0,3,John Kimmel,Joel Rosario,01:10.3,,,Uncle Mo
8/10/2019,5,MSW,,6,Dirt,Irish Front,1,8,0,4,Todd Pletcher,Manuel Franco,01:10.6,,,Summer Front
8/10/2019,5,MSW,,6,Dirt,Ajaaweed,3,6,0,5,Kiaran McLaughlin,Luis Saez,01:10.6,,,Curlin
8/10/2019,5,MSW,,6,Dirt,Kittansett,2,1.5,1,6,Chad Brown,Jose Ortiz,01:11.0,,,American Pharoah
8/10/2019,5,MSW,,6,Dirt,Social Afleet,4,43,0,7,Dallas Stewart,Corey Lanerie,01:12.4,,,Northern Afleet
8/10/2019,5,MSW,,6,Dirt,Ghost of the Mambo,9,18.5,0,8,William Mott,Junior Alvarado,01:12.7,,,Ghostzapper
8/10/2019,5,MSW,,6,Dirt,Good Scout,6,52.75,0,9,D. Lukas,Rajiv Maragh,01:13.0,,,Oxbow
8/10/2019,7,MSW,,6,Dirt,Gozilla,6,0.6,1,1,Steven Asmussen,"Ricardo Santana, Jr.",01:09.6,,,Flatter
8/10/2019,7,MSW,,6,Dirt,Ox Bridge,8,7.5,0,2,Todd Pletcher,Manuel Franco,01:10.3,,,Oxbow
8/10/2019,7,MSW,,6,Dirt,Sprawl,2,10.7,0,3,William Mott,Jose Ortiz,01:10.8,,,City Zip
8/10/2019,7,MSW,,6,Dirt,Prince of Caps,4,46.75,0,4,Michelle Nevin,Eric Cancel,01:11.3,,,Awesome Again
8/10/2019,7,MSW,,6,Dirt,Cardiac Kid,7,5.7,0,5,Kenneth McPeek,Julien Leparoux,01:11.7,SAR 7/13 6,28,American Pharoah
8/10/2019,7,MSW,,6,Dirt,Option Value,1,5.3,0,6,Chad Brown,Luis Saez,01:12.1,,,Into Mischief
8/10/2019,7,MSW,,6,Dirt,Hostile Witness,9,36.5,0,7,Rudy Rodriguez,Jose Lezcano,01:12.9,,,Verrazano
8/10/2019,7,MSW,,6,Dirt,Gear Jockey,5,7.5,0,8,"George Arnold, II",Junior Alvarado,01:13.1,,,Twirling Candy
8/10/2019,7,MSW,,6,Dirt,Stick Figure,3,35.5,0,9,Dale Romans,Corey Lanerie,01:13.7,,,Tiznow
8/10/2019,8,GRD,Saratoga Special S.,6.5,Dirt,Green Light Go,3,1.55,1,1,James Jerkens,Junior Alvarado,01:15.7,BEL 7/4 5,37,Hard Spun
8/10/2019,8,GRD,Saratoga Special S.,6.5,Dirt,Noose,1,2.35,0,2,Eddie Kenneally,Corey Lanerie,01:16.3,CD 6/28 4,43,More Than Ready
8/10/2019,8,GRD,Saratoga Special S.,6.5,Dirt,Tuggle,4,8.2,0,3,Jeremiah Englehart,Luis Saez,01:16.5,BEL 6/21 7,50,Point of Entry
8/10/2019,8,GRD,Saratoga Special S.,6.5,Dirt,Peruvian Boy,6,16.5,0,4,"Ignacio Correas, IV",Julien Leparoux,01:17.1,AP 7/13 4,28,Tapiture
8/10/2019,8,GRD,Saratoga Special S.,6.5,Dirt,Zyramid,2,8.1,0,5,Steven Asmussen,"Ricardo Santana, Jr.",01:17.6,SAR 7/13 4,28,City Zip
8/10/2019,8,GRD,Saratoga Special S.,6.5,Dirt,Long Weekend,5,3.95,0,6,Thomas Amoss,Joel Rosario,01:17.9,CD 6/23 2,48,Majesticperfection
8/10/2019,8,GRD,Saratoga Special S.,6.5,Dirt,Iberico,7,32.75,0,7,Antonio Sano,Tyler Gaffalione,01:19.5,GP 7/6 6,35,Dialed In
8/11/2019,3,MSW-F,,8.5,Turf,Morning Gold,7,1.35,1,1,Kenneth McPeek,Jose Ortiz,01:40.6,SAR 7/14 1,28,Morning Line
8/11/2019,3,MSW-F,,8.5,Turf,Apurate,8,4.8,0,2,Todd Pletcher,John Velazquez,01:41.4,SAR 7/12 5,30,Summer Front
8/11/2019,3,MSW-F,,8.5,Turf,Micheline,2,12.5,0,3,Michael Stidham,Jose Lezcano,01:41.6,,,Bernardini
